"year","y","age","educ","female","yl1","yl2","yp1","dy","dy_pre","dy_post","va","va_previous","dva","year_previous"
2004,1.348578,26,9,1,1.421914,1.522907,1.467756,-0.0733359999999998,-0.100993,0.119178,3.089098,3.090884,-0.00178600000000007,2003
2008,1.41796,27,9,1,1.063722,1.090037,1.460093,0.354238,-0.0263149999999999,0.042133,3.254922,2.493504,0.761418,2007
2005,1.10875,26,6,0,1.09032,1.08985,1.083754,0.0184299999999999,0.00046999999999997,-0.0249959999999998,2.545837,2.397895,0.147942,2004
2008,1.148627,25,9,0,1.252344,1.427173,1.156627,-0.103717,-0.174829,0.00800000000000001,2.927742,2.498344,0.429398,2007
2007,1.900192,29,16,1,1.602834,1.613183,1.948063,0.297358,-0.0103489999999999,0.047871,3.254107,2.873647,0.38046,2006
2008,1.676041,36,16,0,1.174227,1.198927,1.667707,0.501814,-0.0247000000000002,-0.00833399999999984,3.141996,3.107228,0.0347679999999997,2007
2008,1.435854,26,9,1,1.412381,1.103616,1.456675,0.0234729999999999,0.308765,0.020821,2.62211,2.748755,-0.126645,2007
2005,2.559058,30,16,0,2.006176,2.103176,2.321492,0.552882,-0.097,-0.237566,3.323689,3.669851,-0.346162,2004
2005,0.9238519,24,6,1,1.061931,1.075296,0.9203695,-0.1380791,-0.0133650000000001,-0.0034824,3.240894,2.182059,1.058835,2004
2006,1.069025,30,12,0,1.496008,1.643389,1.129925,-0.426983,-0.147381,0.0609000000000002,3.52255,2.767793,0.754757,2005
2008,1.47071,28,4,0,1.312149,1.392227,1.570361,0.158561,-0.0800780000000001,0.0996509999999999,3.228544,2.116877,1.111667,2007
2007,1.258934,29,9,0,1.393297,1.45261,1.250527,-0.134363,-0.0593129999999999,-0.00840700000000005,2.687557,2.827386,-0.139829,2006
2005,1.657761,26,12,0,1.687545,1.70066,1.786713,-0.029784,-0.013115,0.128952,3.997503,3.769796,0.227707,2004
2005,1.208326,22,6,0,1.048886,1.022277,1.341057,0.15944,0.0266089999999999,0.132731,3.909884,3.893766,0.0161180000000001,2004
2007,1.261238,27,9,1,1.379732,1.378323,1.235638,-0.118494,0.00140899999999999,-0.0256000000000001,3.497303,3.203767,0.293536,2006
2007,1.468252,27,9,1,1.330154,1.316694,1.442652,0.138098,0.01346,-0.0255999999999998,2.173974,2.439037,-0.265063,2006
2007,1.568542,26,9,0,1.209777,1.197338,1.57961,0.358765,0.0124390000000001,0.0110679999999999,3.400072,3.409173,-0.0091009999999998,2006
2008,1.661994,25,9,0,1.215194,1.388795,1.73355,0.4468,-0.173601,0.071556,4.395929,2.84968,1.546249,2007
2007,1.281041,28,9,1,1.180578,1.211178,1.357856,0.100463,-0.0306000000000002,0.0768149999999999,3.155345,3.020837,0.134508,2006
2008,1.65239,27,6,0,1.392266,1.414038,1.64844,0.260124,-0.0217719999999999,-0.00395000000000012,2.941756,3.271536,-0.32978,2007
2005,1.134217,40,6,0,1.230167,1.229407,1.805723,-0.09595,0.000760000000000094,0.671506,3.717545,3.048809,0.668736,2004
2006,2.379976,27,12,0,2.011774,1.517658,2.425261,0.368202,0.494116,0.0452849999999998,3.185915,3.220756,-0.0348410000000001,2005
2008,1.267236,25,12,1,1.435191,1.40963,1.394878,-0.167955,0.0255610000000002,0.127642,2.470741,3.162035,-0.691294,2007
2007,1.583417,26,12,0,1.891164,1.579863,1.725165,-0.307747,0.311301,0.141748,3.308452,2.698212,0.61024,2006
2004,1.040495,25,12,0,1.184872,1.205891,1.743428,-0.144377,-0.0210190000000001,0.702933,3.272393,2.895375,0.377018,2003
2007,1.044325,26,9,0,1.103616,0.9060605,1.191417,-0.059291,0.1975555,0.147092,3.247193,3.176701,0.0704920000000002,2006
2008,2.62906,34,16,1,1.939129,2.650454,2.686106,0.689931,-0.711325,0.0570460000000002,4.420964,4.158458,0.262505999999999,2007
2008,2.319137,27,9,0,1.550169,1.545735,1.780235,0.768968,0.00443399999999983,-0.538902,3.397024,3.763204,-0.36618,2007
2004,1.640499,26,16,0,1.50318,1.547514,1.915432,0.137319,-0.0443340000000001,0.274933,3.560535,1.997033,1.563502,2003
2008,1.472027,28,12,1,1.549076,1.46687,1.480027,-0.0770489999999999,0.082206,0.00800000000000001,2.922602,2.830423,0.0921789999999998,2007
2004,0.8783593,28,12,1,1.596626,1.265088,0.9355022,-0.7182667,0.331538,0.0571429,3.077871,3.641171,-0.5633,2003
2004,1.034817,22,9,1,1.136247,1.133225,1.153921,-0.10143,0.00302200000000008,0.119104,2.775241,2.729228,0.0460129999999999,2003
2004,1.527473,24,12,0,1.556854,1.499558,1.367073,-0.0293809999999999,0.057296,-0.1604,2.70887,2.738224,-0.0293540000000001,2003
2005,1.134217,22,9,0,1.052553,0.961465,1.26062,0.081664,0.0910880000000001,0.126403,3.258514,2.760272,0.498242,2004
2004,1.304989,22,9,0,1.65062,1.607858,1.628436,-0.345631,0.042762,0.323447,3.41657,3.434993,-0.0184229999999999,2003
2004,1.055537,25,9,1,1.197591,1.18745,1.200753,-0.142054,0.0101410000000002,0.145216,3.057307,3.066096,-0.00878899999999971,2003
2008,1.402155,25,12,0,1.257899,1.275888,1.400399,0.144256,-0.0179889999999998,-0.00175600000000009,2.691777,2.595022,0.0967549999999999,2007
2008,1.812251,26,12,0,1.379021,1.157442,1.8506,0.43323,0.221579,0.038349,2.49835,3.083091,-0.584741,2007
2005,0.9883904,22,12,1,0.9720317,0.9760494,0.9982693,0.0163586999999999,-0.0040176999999999,0.00987890000000002,2.889191,2.543327,0.345864,2004
2004,1.38006,30,12,1,1.204255,1.219019,1.399576,0.175805,-0.014764,0.0195159999999999,3.373878,2.86023,0.513648,2003
2005,1.504773,26,12,0,1.514311,1.517831,1.54058,-0.00953800000000005,-0.00351999999999997,0.0358070000000001,2.769177,3.020409,-0.251232,2004
2008,1.438579,31,12,1,0.9413627,1.335313,1.470698,0.4972163,-0.3939503,0.032119,3.298804,3.240894,0.0579100000000001,2007
2007,1.390803,26,9,1,1.230524,1.171994,1.371043,0.160279,0.05853,-0.01976,3.448305,3.299955,0.14835,2006
2005,1.750785,26,12,0,1.235034,1.180616,1.713382,0.515751,0.0544179999999999,-0.0374030000000001,3.54199,2.318409,1.223581,2004
2005,2.010841,31,16,0,2.120854,1.944697,1.980142,-0.110013,0.176157,-0.030699,3.34693,3.869875,-0.522945,2004
2008,1.632154,28,12,1,1.023404,1.048104,1.842475,0.60875,-0.0246999999999999,0.210321,2.738545,3.157568,-0.419023,2007
2004,1.557838,24,12,0,1.773628,1.442715,1.559798,-0.21579,0.330913,0.00195999999999996,3.131206,1.797086,1.33412,2003
2007,1.700415,31,16,1,1.679751,1.801786,1.684274,0.020664,-0.122035,-0.016141,3.081674,2.844169,0.237505,2006
2007,1.317915,28,16,1,0.998256,1.028856,1.300026,0.319659,-0.0306,-0.017889,3.681383,2.832947,0.848436,2006
2005,2.540146,30,16,0,2.316059,2.176236,2.24401,0.224087,0.139823,-0.296136,2.794472,4.019782,-1.22531,2004
2008,1.949405,28,12,1,1.181473,1.209777,2.046959,0.767932,-0.0283040000000001,0.0975540000000001,4.080176,3.031338,1.048838,2007
2007,1.065716,32,12,0,1.451452,1.4525,1.726267,-0.385736,-0.00104799999999994,0.660551,3.152188,3.245526,-0.0933379999999997,2006
2005,1.264927,31,6,0,1.173159,1.190567,1.185537,0.0917679999999998,-0.0174079999999999,-0.0793899999999998,3.100586,3.048809,0.051777,2004
2007,1.673661,29,9,0,1.571199,1.583898,1.723195,0.102462,-0.012699,0.049534,3.465241,3.231364,0.233877,2006
2006,1.207976,23,9,1,1.081743,1.079755,1.183277,0.126233,0.00198799999999988,-0.024699,2.481224,2.267702,0.213522,2005
2004,1.54776,24,9,0,1.036377,0.9227642,1.371046,0.511383,0.1136128,-0.176714,2.943477,2.981634,-0.038157,2003
2007,1.244046,27,12,0,1.720336,1.73375,1.27646,-0.47629,-0.0134139999999998,0.0324139999999999,4.149964,3.189595,0.960369,2006
2008,2.342834,37,16,0,1.898972,1.836042,2.338851,0.443862,0.0629300000000002,-0.00398299999999985,3.540036,2.950539,0.589497,2007
2007,1.313261,46,4,0,1.350477,1.143711,1.298613,-0.0372159999999999,0.206766,-0.014648,3.571799,2.643551,0.928248,2006
2005,1.622797,26,9,0,1.320378,1.393477,1.603798,0.302419,-0.073099,-0.018999,3.923478,3.342579,0.580899,2004
2008,1.067219,30,12,0,1.239333,1.216945,1.113909,-0.172114,0.0223880000000001,0.0466900000000001,2.367186,2.640805,-0.273619,2007
2005,1.69476,25,12,0,1.52848,1.531273,1.735072,0.16628,-0.00279300000000005,0.0403119999999999,3.193819,2.342189,0.85163,2004
2005,1.891277,34,12,0,1.473667,1.258744,1.822431,0.41761,0.214923,-0.0688460000000002,3.434993,3.354057,0.0809359999999999,2004
2005,1.636203,22,9,0,1.514143,1.445869,1.663138,0.12206,0.0682739999999999,0.0269349999999999,3.438676,3.354057,0.084619,2004
2004,1.928181,45,6,0,1.161739,1.125378,1.905481,0.766442,0.0363610000000001,-0.0226999999999999,2.236931,3.467126,-1.230195,2003
2007,1.350469,27,9,1,1.294237,1.825141,1.398324,0.0562319999999998,-0.530904,0.047855,3.409065,2.787509,0.621556,2006
2005,0.9355022,24,12,1,1.233552,1.239609,0.9943088,-0.2980498,-0.00605699999999998,0.0588066,3.077871,3.358172,-0.280301,2004
2005,1.046478,37,6,1,1.224201,1.290314,1.041741,-0.177723,-0.0661129999999999,-0.00473699999999999,2.716724,2.442086,0.274638,2004
2004,1.384849,24,12,1,1.294469,1.456894,1.362149,0.0903799999999999,-0.162425,-0.0226999999999999,2.866776,3.09458,-0.227804,2003
2004,0.8496454,43,9,1,1.226881,1.259381,0.6053982,-0.3772356,-0.0325,-0.2442472,2.663635,3.626813,-0.963178,2003
2007,1.212094,27,12,1,0.8979661,0.9164767,1.386781,0.3141279,-0.0185106,0.174687,3.642244,3.500825,0.141419,2006
2007,0.863245,34,12,0,0.8212535,0.852384,0.8931478,0.0419915000000001,-0.0311305000000001,0.0299028,1.704323,3.230836,-1.526513,2006
2008,1.28284,44,12,1,0.8189608,0.8006877,1.282784,0.4638792,0.0182731,-5.6000000000056e-05,3.133871,2.205607,0.928264,2007
2004,1.865149,26,6,0,1.714299,1.546728,1.802046,0.15085,0.167571,-0.0631029999999999,3.16115,3.399351,-0.238201,2003
2005,1.084501,36,4,1,1.266533,1.081901,0.9609689,-0.182032,0.184632,-0.1235321,2.807854,2.849935,-0.042081,2004
2007,0.9563636,26,9,1,1.176867,1.207467,1.029024,-0.2205034,-0.0306,0.0726604,2.337037,2.849075,-0.512038,2006
2007,2.103413,30,16,0,1.796319,1.75737,2.107629,0.307094,0.0389489999999999,0.004216,2.843335,2.271972,0.571363,2006
2004,1.48938,22,9,0,1.353948,1.394237,1.426243,0.135432,-0.040289,-0.063137,3.229748,3.476125,-0.246377,2003
2007,1.468921,24,6,1,1.235802,1.041004,1.454966,0.233119,0.194798,-0.0139549999999999,4.387932,3.133871,1.254061,2006
2007,2.006408,25,12,0,1.75324,1.769438,2.015727,0.253168,-0.0161980000000002,0.00931900000000008,3.090199,3.42145,-0.331251,2006
2005,0.8457341,48,9,0,0.8438483,0.8426231,0.8422518,0.00188580000000005,0.00122520000000004,-0.00348230000000005,2.510599,1.731644,0.778955,2004
2007,1.63395,28,4,0,1.099467,0.8833419,1.669583,0.534483,0.2161251,0.035633,3.60732,2.442516,1.164804,2006
2004,1.38006,27,4,0,1.202345,1.143509,1.35736,0.177715,0.0588359999999999,-0.0227000000000002,3.116337,3.190652,-0.0743149999999999,2003
2005,1.051769,26,9,0,0.8438483,0.8426231,0.9997694,0.2079207,0.00122520000000004,-0.0519995999999999,3.198838,2.236617,0.962221,2004
2004,1.874972,23,12,0,1.575829,1.459465,2.004874,0.299143,0.116364,0.129902,4.399396,3.399351,1.000045,2003
2006,2.249575,30,16,1,2.009685,2.032385,2.299982,0.23989,-0.0226999999999999,0.0504069999999999,4.043334,2.720819,1.322515,2005
2008,1.260746,25,6,0,1.38493,1.40963,1.123352,-0.124184,-0.0246999999999999,-0.137394,1.949447,2.604791,-0.655344,2007
2004,0.8438483,28,4,0,0.8254308,0.8833663,1.038806,0.0184175,-0.0579355,0.1949577,2.998558,2.582341,0.416217,2003
2008,1.673893,29,12,0,1.711251,1.741251,1.681893,-0.037358,-0.03,0.00800000000000001,3.423345,3.615531,-0.192186,2007
2007,1.584529,32,9,1,0.9960313,1.167748,1.787606,0.5884977,-0.1717167,0.203077,3.083504,2.442086,0.641418,2006
2008,1.729271,31,16,1,1.999199,1.926914,1.832582,-0.269928,0.0722849999999999,0.103311,3.667346,3.512225,0.155121,2007
2005,1.207467,23,9,0,1.447569,1.395809,1.268509,-0.240102,0.05176,0.061042,2.781793,2.658782,0.123011,2004
2008,1.736413,26,9,0,1.54265,1.369053,1.744413,0.193763,0.173597,0.00800000000000001,2.892627,2.845122,0.0475050000000001,2007
2007,1.649511,36,9,0,0.9585907,1.013883,1.705642,0.6909203,-0.0552923000000001,0.0561310000000002,3.386204,2.495477,0.890727,2006
2008,1.501841,30,9,0,1.51456,2.235158,1.58534,-0.0127189999999999,-0.720598,0.083499,3.295869,3.082684,0.213185,2007
2005,1.303782,23,12,1,1.213757,1.204667,1.610434,0.090025,0.00909000000000004,0.306652,2.706299,1.920576,0.785723,2004
2007,1.174227,37,4,0,1.40963,1.442436,1.175534,-0.235403,-0.0328060000000001,0.00130700000000017,3.116337,3.190652,-0.0743149999999999,2006
2008,1.906028,31,16,0,2.160043,1.788732,1.892564,-0.254015,0.371311,-0.0134640000000001,3.15083,3.520736,-0.369906,2007
2004,1.322431,29,12,1,1.244455,1.219019,1.399576,0.0779759999999998,0.025436,0.077145,3.373878,2.86023,0.513648,2003
2005,1.241893,42,9,0,1.149674,1.105893,1.318171,0.0922189999999998,0.0437810000000001,0.0762780000000001,3.100586,3.048809,0.051777,2004
2008,1.500563,26,16,0,1.149469,1.081193,1.622074,0.351094,0.068276,0.121511,3.365399,3.136938,0.228461,2007
2008,1.121384,25,12,0,1.152167,1.146676,1.234744,-0.030783,0.00549099999999991,0.11336,3.359966,3.271628,0.0883379999999998,2007
2004,1.064801,27,6,1,1.035591,1.038287,1.092972,0.0292100000000002,-0.00269600000000003,0.0281709999999999,3.427154,3.198838,0.228316,2003
2005,1.429438,23,12,0,1.385459,1.344545,2.26821,0.043979,0.0409139999999999,0.838772,3.252475,3.407894,-0.155419,2004
2005,1.395349,22,9,0,1.252227,1.091785,1.393769,0.143122,0.160442,-0.00157999999999991,3.124845,2.646867,0.477978,2004
2006,1.263733,24,12,0,0.9763924,0.8438483,1.444262,0.2873406,0.1325441,0.180529,3.229726,3.005574,0.224152,2005
2005,2.232829,31,16,1,1.8063,2.113371,2.435539,0.426529,-0.307071,0.20271,2.508783,4.294485,-1.785702,2004
2005,1.811881,24,12,0,1.489676,1.351347,1.853537,0.322205,0.138329,0.0416559999999999,3.42145,2.98091,0.44054,2004
2008,1.389789,27,12,0,1.166084,1.237304,1.380596,0.223705,-0.0712200000000001,-0.00919300000000001,4.015357,3.139313,0.876044,2007
2004,1.535353,22,9,0,0.9203161,1.067451,1.611692,0.6150369,-0.1471349,0.0763389999999999,3.438676,2.872499,0.566177,2003
2007,1.519149,25,12,0,1.387291,1.282637,1.556513,0.131858,0.104654,0.037364,2.555264,2.353918,0.201346,2006
2005,1.051704,26,4,0,1.161357,1.306069,1.259232,-0.109653,-0.144712,0.207528,2.883632,2.909493,-0.0258609999999999,2004
2008,1.179068,35,12,1,1.310028,1.257196,1.197594,-0.13096,0.052832,0.018526,2.474787,3.561926,-1.087139,2007
2006,1.144873,24,9,1,1.182816,1.049866,1.279252,-0.0379430000000001,0.13295,0.134379,3.09458,2.642878,0.451702,2005
2007,1.833159,31,12,0,2.020948,2.058928,1.834475,-0.187789,-0.0379799999999997,0.00131600000000009,2.543327,3.535361,-0.992034,2006
2005,1.665198,28,16,0,2.132577,2.127413,1.634245,-0.467379,0.00516399999999972,-0.030953,2.755662,3.031138,-0.275476,2004
2008,1.315681,38,12,0,1.244431,1.162535,1.323681,0.07125,0.081896,0.00800000000000001,3.741701,2.988781,0.75292,2007
2006,2.150935,28,16,0,1.552927,1.52156,2.153236,0.598008,0.0313669999999999,0.00230100000000011,3.64514,3.461892,0.183248,2005
2008,1.62993,31,16,0,1.619052,1.541072,1.633425,0.0108780000000002,0.0779799999999999,0.0034949999999998,3.708327,3.268211,0.440116,2007
2008,1.995665,29,12,0,1.645366,1.698048,2.032992,0.350299,-0.0526819999999999,0.0373270000000001,3.220395,3.615531,-0.395136,2007
2008,1.271649,26,12,0,1.183277,1.207976,1.232144,0.0883720000000001,-0.024699,-0.0395050000000001,3.476212,2.879354,0.596858,2007
2004,1.810283,27,16,1,1.665238,1.669401,1.838304,0.145045,-0.00416299999999992,0.0280209999999999,3.482783,3.254922,0.227861,2003
2006,2.125569,28,16,1,2.168695,2.06542,2.314106,-0.043126,0.103275,0.188537,3.587188,3.703223,-0.116035,2005
2007,1.415389,24,9,0,1.47518,1.480087,1.410442,-0.0597909999999999,-0.00490699999999999,-0.00494700000000003,3.223133,2.869954,0.353179,2006
2008,1.389789,30,16,0,1.815123,1.833096,1.397789,-0.425334,-0.017973,0.00800000000000001,3.107228,3.276336,-0.169108,2007
2007,1.078917,40,4,1,1.361355,1.406307,1.084382,-0.282438,-0.0449519999999999,0.00546500000000005,3.116337,3.190652,-0.0743149999999999,2006
2006,1.302467,26,12,0,1.229527,1.108776,1.504184,0.07294,0.120751,0.201717,3.191472,3.7283,-0.536828,2005
2004,1.487112,23,9,0,1.438509,1.462567,1.388286,0.048603,-0.0240579999999999,-0.0988260000000001,2.739861,2.738224,0.00163699999999967,2003
2008,1.641103,26,12,0,1.398196,1.469416,1.655748,0.242907,-0.0712200000000001,0.014645,2.908098,2.723244,0.184854,2007
2008,1.218831,29,12,1,1.204958,1.2351,1.321756,0.013873,-0.0301420000000001,0.102925,2.79161,2.74071,0.0508999999999999,2007
2005,2.161983,29,16,1,1.902751,1.971888,1.994145,0.259232,-0.069137,-0.167838,2.611516,3.115002,-0.503486,2004
2005,1.131814,27,12,0,0.8438483,1.051032,1.099609,0.2879657,-0.2071837,-0.032205,3.094067,3.952198,-0.858131,2004
2007,1.49235,27,9,0,1.32676,1.263998,1.46675,0.16559,0.062762,-0.0256000000000001,3.325541,3.229748,0.095793,2006
2005,1.495264,29,16,1,1.489228,1.461133,1.561934,0.00603599999999993,0.028095,0.06667,3.587188,2.35668,1.230508,2004
2005,1.544354,23,12,0,1.42052,1.818208,1.661627,0.123834,-0.397688,0.117273,3.42145,2.665351,0.756099,2004
2007,1.077703,31,6,0,0.9854981,1.016098,1.090612,0.0922049,-0.0305998999999999,0.0129089999999998,2.939432,2.522733,0.416699,2006
2007,1.468252,24,12,0,1.280345,1.253127,1.62768,0.187907,0.027218,0.159428,3.961267,3.09458,0.866687,2006
2005,1.202284,22,9,0,1.295216,1.325357,1.187432,-0.092932,-0.030141,-0.0148519999999999,3.251312,2.86023,0.391082,2004
2006,1.566639,28,12,1,0.9103227,1.628419,1.566129,0.6563163,-0.7180963,-0.000509999999999788,2.747957,2.865993,-0.118036,2005
2004,1.669929,22,12,0,1.35541,1.236426,1.751631,0.314519,0.118984,0.0817019999999999,3.496754,1.797086,1.699668,2003
2005,1.515771,23,9,0,1.060207,1.083907,1.497009,0.455564,-0.0237000000000001,-0.0187619999999999,3.327554,2.999706,0.327848,2004
2006,1.440089,24,9,0,1.050183,0.9958084,1.285931,0.389906,0.0543746000000001,-0.154158,2.498024,2.349718,0.148306,2005
2006,0.8422518,24,9,0,1.157894,1.180594,1.272702,-0.3156422,-0.0226999999999999,0.4304502,2.956913,3.616971,-0.660058,2005
2004,1.469159,22,9,0,1.071605,1.165983,1.412197,0.397554,-0.0943780000000001,-0.0569620000000002,2.672279,2.601673,0.0706060000000002,2003
2006,1.442942,24,12,0,1.62841,1.606598,1.417979,-0.185468,0.0218119999999999,-0.0249629999999998,3.418613,3.883291,-0.464678,2005
2005,1.710605,28,16,1,1.420818,1.395728,1.684714,0.289787,0.0250899999999998,-0.0258909999999999,4.066172,3.120708,0.945464,2004
2005,1.357646,54,4,0,1.036583,1.041216,1.243428,0.321063,-0.00463299999999989,-0.114218,2.338309,2.439431,-0.101122,2004
2006,1.447206,52,4,0,1.303306,1.326006,1.430981,0.1439,-0.0226999999999999,-0.0162249999999999,2.70887,2.550219,0.158651,2005
2004,1.205707,55,4,0,1.682603,1.715103,1.406089,-0.476896,-0.0325,0.200382,2.903419,4.000729,-1.09731,2003
2007,1.807464,53,4,0,1.311927,1.472063,1.846343,0.495537,-0.160136,0.0388790000000001,2.73249,2.749192,-0.016702,2006
2007,1.995147,53,4,0,2.044599,1.688964,1.887129,-0.0494519999999998,0.355635,-0.108018,3.868536,3.240304,0.628232,2006
2004,1.178678,47,4,1,0.8426231,0.8564416,1.155978,0.3360549,-0.0138185000000001,-0.0226999999999999,2.819258,3.292294,-0.473036,2003
2008,1.344492,49,4,0,1.625881,1.207976,1.282859,-0.281389,0.417905,-0.061633,2.898894,2.59095,0.307944,2007
2004,2.370107,49,12,1,2.388346,2.381901,2.396364,-0.0182389999999999,0.00644499999999981,0.0262570000000002,4.094103,4.053793,0.0403099999999998,2003
2008,1.362546,47,6,0,1.251188,1.275888,1.248626,0.111358,-0.0246999999999999,-0.11392,3.32705,3.383088,-0.056038,2007
2007,1.561165,46,4,0,1.452455,1.499816,1.37382,0.10871,-0.047361,-0.187345,3.09458,3.345048,-0.250468,2006
2004,0.8438483,42,4,1,0.8109432,0.8134439,0.8457341,0.0329051,-0.00250070000000002,0.00188580000000005,2.439195,3.028437,-0.589242,2003
2004,1.636425,41,4,0,2.013404,2.074522,1.620192,-0.376979,-0.061118,-0.0162329999999999,3.088394,3.876279,-0.787885,2003
2004,2.543211,45,4,0,2.657994,2.469581,2.60556,-0.114783,0.188413,0.0623490000000002,3.602387,4.15858,-0.556193,2003
2006,1.142837,49,4,1,1.178886,1.126069,1.144704,-0.036049,0.0528170000000001,0.00186699999999984,2.529357,2.485095,0.0442620000000002,2005
2007,1.135297,46,6,0,1.430081,1.346178,1.203459,-0.294784,0.0839029999999998,0.0681620000000001,3.376798,3.477271,-0.100473,2006
2008,1.362546,48,4,0,1.152167,1.176867,1.380324,0.210379,-0.0247000000000002,0.0177780000000001,2.927187,3.468247,-0.54106,2007
2004,1.178678,43,6,0,1.410253,1.536011,1.209324,-0.231575,-0.125758,0.0306460000000002,2.495388,2.371001,0.124387,2003
2005,1.130926,51,4,0,1.526989,1.529652,1.103616,-0.396063,-0.00266300000000008,-0.0273100000000002,2.656174,3.28942,-0.633246,2004
2004,2.456579,44,9,0,2.373454,2.405954,2.433879,0.0831249999999999,-0.0324999999999998,-0.0226999999999999,3.208885,3.332947,-0.124062,2003
2006,1.469648,42,6,0,1.201943,1.114009,1.353513,0.267705,0.087934,-0.116135,2.738224,3.409359,-0.671135,2005
2008,1.09829,45,6,0,1.798706,1.823406,1.289249,-0.700416,-0.0247000000000002,0.190959,3.187274,2.958451,0.228823,2007
2005,1.39617,45,4,0,1.234711,1.118528,1.371603,0.161459,0.116183,-0.024567,2.231006,2.479287,-0.248281,2004
2008,1.006271,43,4,0,1.489701,1.866062,0.9409834,-0.48343,-0.376361,-0.0652875999999999,3.667346,3.486245,0.181101,2007
